5.226000,5.226000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.253000,0.027000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.266000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.283000,0.017000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.297000,0.014000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.309000,0.012000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.322000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.335000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.348000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.362000,0.014000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.373000,0.011000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.389000,0.016000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.405000,0.016000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.417000,0.012000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.430000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.451000,0.021000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.463000,0.012000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.473000,0.010000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.486000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.502000,0.016000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.515000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.526000,0.011000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.535000,0.009000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.548000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.563000,0.015000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.576000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.585000,0.009000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.600000,0.015000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.612000,0.012000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.626000,0.014000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.637000,0.011000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.650000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.665000,0.015000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.678000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.692000,0.014000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.702000,0.010000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.720000,0.018000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.733000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.742000,0.009000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.753000,0.011000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.766000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.779000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.789000,0.010000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.802000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.813000,0.011000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.828000,0.015000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.846000,0.018000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.857000,0.011000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.877000,0.020000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.890000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.899000,0.009000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.912000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.926000,0.014000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.939000,0.013000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.949000,0.010000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.963000,0.014000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.971000,0.008000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,5.983000,0.012000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,6.000000,0.017000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,6.007000,0.007000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,6.018000,0.011000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,6.034000,0.016000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,6.046000,0.012000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
,6.055000,0.009000,0.000000,-0.000000,0.000000,0.000000,0.200000,0.300000
